STNAME	CTYNAME	CENSUS2010POP
Wisconsin	Fond du Lac	101633
Wisconsin	Forest	9304
Wisconsin	Grant	51208
Wisconsin	Green	36842
Wisconsin	Green Lake	19051
Wisconsin	Iowa	23687
Wisconsin	Iron	5916
Wisconsin	Jackson	20449
Wisconsin	Jefferson	83686
Wisconsin	Juneau	26664
Wisconsin	Kenosha	166426
Wisconsin	Kewaunee	20574
Wisconsin	La Crosse	114638
Wisconsin	Lafayette	16836
Wisconsin	Langlade	19977
Wisconsin	Lincoln	28743
Wisconsin	Manitowoc	81442
Wisconsin	Marathon	134063
Wisconsin	Marinette	41749
Wisconsin	Marquette	15404
Wisconsin	Menominee	4232
Wisconsin	Milwaukee	947735
Wisconsin	Monroe	44673
Wisconsin	Oconto	37660
Wisconsin	Oneida	35998
Wisconsin	Outagamie	176695
Wisconsin	Ozaukee	86395
Wisconsin	Pepin	7469
Wisconsin	Pierce	41019
Wisconsin	Polk	44205
Wisconsin	Portage	70019
Wisconsin	Price	14159
Wisconsin	Racine	195408
Wisconsin	Richland	18021
Wisconsin	Rock	160331
Wisconsin	Rusk	14755
Wisconsin	St. Croix	84345
Wisconsin	Sauk	61976
Wisconsin	Sawyer	16557
Wisconsin	Shawano	41949
Wisconsin	Sheboygan	115507
Wisconsin	Taylor	20689
Wisconsin	Trempealeau	28816
Wisconsin	Vernon	29773
Wisconsin	Vilas	21430
Wisconsin	Walworth	102228
Wisconsin	Washburn	15911
Wisconsin	Washington	131887
Wisconsin	Waukesha	389891
Wisconsin	Waupaca	52410
Wisconsin	Waushara	24496
Wisconsin	Winnebago	166994
Wisconsin	Wood	74749
Wyoming	Wyoming	563626
Wyoming	Albany	36299
Wyoming	Big Horn	11668
Wyoming	Campbell	46133
Wyoming	Carbon	15885
Wyoming	Converse	13833
Wyoming	Crook	7083
Wyoming	Fremont	40123
Wyoming	Goshen	13249
Wyoming	Hot Springs	4812
Wyoming	Johnson	8569
Wyoming	Laramie	91738
Wyoming	Lincoln	18106
Wyoming	Natrona	75450
Wyoming	Niobrara	2484
Wyoming	Park	28205
Wyoming	Platte	8667
Wyoming	Sheridan	29116
Wyoming	Sublette	10247
Wyoming	Sweetwater	43806
Wyoming	Teton	21294
Wyoming	Uinta	21118
Wyoming	Washakie	8533
Wyoming	Weston	7208
